,user_name,user_description,user_location,user_verification,date,text,hashtags,source,retweets
164,ERIC JOHN,"AS SEEN ON TV 📺 Eric John Palmieri, using REAL PIZZA toppings 🍕 to make HANDMADE works of edible ART 👨🏻‍🍳🖼 • #Pizza #NFTs • @niftypizzas • #NFTNYC2022","Rhode Island, USA",False,2022-06-21 14:35:35,@Swopes @somali_giraffe @hirola_program I’m donating 10% of the sale of this Pizza Art NFT to @TheWCS to help save the Giraffes! https://t.co/qVbmb1gb67,,Twitter for iPhone,0
165,Elise ✨,Visual Storyteller. @WME. Entrepreneur. Philanthropist. We Rise Better Together™ 🌞💛 @ilovesunriseart info@swopes.co I can’t fit my clients in my bio 😉,"Brooklyn based, Chicago bred",True,2022-06-21 13:43:11,@adisaolashile @somali_giraffe @hirola_program I love giraffes 🦒,,Twitter for iPhone,0
166,Adisa Olashile🇳🇬,"Nft Creator. A phone photographer , I take and edit pictures with my phone @Apple",Nigeria,False,2022-06-21 12:42:13,@Swopes @somali_giraffe @hirola_program Amazing,,Twitter for iPhone,0
167,SCB_Kenyan Chapter,A Community of Conservation professionals,,False,2022-06-17 20:24:36,"Don’t be left out!
Here is an opportunity to learn how The endangered Hirola Antelope is conserved in the eastern region of Kenya. Register with us https://t.co/Vc0LSvnfig  @alihirola @nishad_patel https://t.co/G0mwKVbq94",,Twitter for iPhone,3
168,NOOR ALI,"Humanitarian crisis, Investigative journalist based in north Kenya","Isiolo,Kenya",False,2022-06-17 14:35:27,"@AbySene9 Large numbers, rare wildlife species are found out of the protected areas, NGO'S are congested in specific favorable areas.
 Do locals from  this part of the country use magic bullets to protect them .
Typical case, Reticulated giraffes, grevy zebras, hirola found in north Kenya",,Twitter for Android,2
169,jink #1ΞX0 ☾,"— no thoughts, heart empty without kpop. ♡",multi-stan ♡,False,2022-06-23 04:56:32,"@jjeongstars • you are free to choose your preferred schedule including the prof.
• there's a lot of events yearly including the most awaited events (tatak tamaraw &amp; one concierto piyu)

cons:
• some profs are inconsiderate
• every midterm and finals sobrang daming ginagawa",,Twitter for Android,0
170,FEU Advocate,"Official Twitter account of the 88-year-old official student publication of Far Eastern University, Manila.",Republic of the Philippines,False,2022-06-23 03:19:02,"ICYMI: Bearing their respective Institute flags, graduating Tamaraw students marched along the FEU Grounds to officially commence the start of #FEUClassof2022 Send-Off Celebration yesterday, June 22. https://t.co/Z8cGrzalbU",,Twitter Web App,8
171,SLAM PH,"Official Twitter Account of SLAM Magazine, The Philippine Edition. All Hoop. All Day. For Love Of The Game.","Manila, Philippines",True,2022-06-22 05:11:45,"From Tamaraw rookie to pro in Korea real quick 💪🏼

Go get it, RJ Abarrientos! https://t.co/jIYUyYBcLf",,Twitter for iPhone,4
172,FEU Diliman,Official Twitter feed of FEU Diliman https://t.co/PhbqSXbvo4,Quezon City,True,2022-06-22 01:35:51,"Are you an incoming college student? If yes, then this is your sign to experience quality Tamaraw education at FEU Diliman!

Come and join our upcoming 𝗙𝗥𝗘𝗦𝗛𝗠𝗘𝗡 𝗢𝗣𝗘𝗡 𝗛𝗢𝗨𝗦𝗘 on June 29, 2022 from 8:00 to 11:00 a.m. https://t.co/Dhi9t8ofPm",,Twitter Web App,0
173,ark🌊,"17 ;
https://t.co/lI5wumnN8E",Λ𝐩𝐱,False,2022-06-21 23:39:49,📍Tamaraw Falls,,Twitter Web App,0
174,Beringer,YOUR OWN PERSONAL JESUS/ BAD VIBES FOREVER XXX,🔰lerma,False,2022-06-21 17:02:23,Tamaraw to an Blue Eagle.,,Twitter for Android,0
175,k 📌 doyu filo au,reading / writing acc ♡,,False,2022-06-21 15:42:17,"jaehyun
- tamaraw
- 3rd yr civil engineering student
- no. 1 frenemy ni jungwoo since birth

jungwoo
- tamaraw
- 3rd yr civil engineering student
- has a love-hate relationship with CE (and jaehyun) https://t.co/2NTDjgMGRL",,Twitter for Android,0
176,k 📌 doyu filo au,reading / writing acc ♡,,False,2022-06-21 15:42:14,"side characters!

taeyong
- atenista
- 3rd yr management engineering student
- other half and stage mom ni doyoung

johnny
- tamaraw
- 3rd year business ad student &amp; part-time model
- he RICH rich kaya laging taga-libre nila yuta https://t.co/yo5lK80rLd",,Twitter for Android,0
177,FEU Central Student Organization,The FEU Central Student Organization is the central student government of Far Eastern University since 1935 | feucso@feu.edu.ph | #IpanaloAngSigawNgTamaraw,"Far Eastern University, Manila",True,2022-06-21 13:00:23,"BINGO!!! 📢🎰

As part of our Send-Off Celebration, we are encouraging our Tamaraw Seniors to join in our HUMAN BINGO GAME to be held tomorrow! https://t.co/dRSHLwy0dv",,Twitter for Mac,1
178,Josh,*insert keysmashed text here*,🇵🇭,False,2022-06-21 12:12:31,Good weather and good juju for my Batch 2022 Tamaraw friends and mutuals! Ya'll deserve that celebration for your Green and Gold victory! 🔰🥳,,Twitter for iPhone,0
179,Soul Familiar,We celebrate all animals and the people who love them.,,False,2022-06-22 13:00:00,"Happy World Camel Day!

The wild Bactrian camel, the only wild camel remaining, is critically endangered.

If you'd like to help, you can contribute to Edge of Existence's conservation program to protect the wild Bactrian camels’ habitat.

#savethecamels #worldcamelday2022",,SocialPika,0
180,Oryx,"Oryx—The International Journal of Conservation publishes leading research on biodiversity, conservation practice & the socio-economic dimensions of conservation","Cambridge, England",False,2022-06-22 12:11:16,"What has two humps &amp; isn’t a Bactrian #camel?🐫
'By referring to the wild camel as Bactrian we are suggesting that the two species are one &amp; the same, either as a progenitor or feral animal. This is scientifically incorrect.'–@annajemmett
https://t.co/2Pno6eI5wv
#WorldCamelDay https://t.co/iHxJk2n1GD","[{'text': 'camel', 'indices': [42, 48]}]",Twitter Web App,1
181,World Animal Day,Bringing people around the world together in order to raise the status of animals and improve welfare standards.,Worldwide,False,2022-06-22 10:01:17,"It's #WorldCamelDay - #DidYouKnow
🐪 They can drink up to 40 gallons of water in one go
🐫 They can travel at up to 40mph
🐪 The wild Bactrian #camel is critically #endangered

Read how organisations like @SPANAcharity are helping #workinganimals -
https://t.co/qWgM9QMV5u https://t.co/q217ww6SKr","[{'text': 'WorldCamelDay', 'indices': [5, 19]}, {'text': 'DidYouKnow', 'indices': [22, 33]}]",Hootsuite Inc.,5
182,Dudley Zoo,"Tweets from Dudley Zoo, home to the rarest animals and historic Dudley Castle. Visit https://t.co/exx4TbNCZy for full details..",Dudley,False,2022-06-22 07:15:03,"What better day to celebrate #WorldCamelDay than #humpday! 

Thank you to everyone who supported our fundraising drive on Sunday as we raised £374.11 for @WildCamels as well as highlighting the  plight of the critically endangered wild Bactrian camel. https://t.co/CjIeZcmyUI","[{'text': 'WorldCamelDay', 'indices': [29, 43]}, {'text': 'humpday', 'indices': [49, 57]}]",Hootsuite Inc.,5
183,Punque,"Canadian artist, gamer, and lover of all things creepishly cute. 🖌","British Columbia, Canada",False,2022-06-21 19:33:22,"Dama gazelle study~!

#digitalart #illustration https://t.co/MjJYhE60q9","[{'text': 'digitalart', 'indices': [22, 33]}, {'text': 'illustration', 'indices': [34, 47]}]",Twitter for iPhone,0
184,WingsforConservation,"Wings for Conservation is a non-profit foundation based in the Netherlands, providing aerial support to help protect and restore wildlife in Africa.","Amsterdam, Nederland",False,2022-06-20 06:01:14,"A group of scimitar-horned oryx in Ouadi Rimé-Ouadi Achim Reserve in central Chad. The Reserve is one of the largest protected areas in Africa and it holds several species of endangered antelopes such as addax and dama gazelle.

#oryx #conservation #wildlife #biodiversity https://t.co/HgJWuaH4fX",,Hootsuite Inc.,0
185,Jonathan King,,,False,2022-06-17 15:56:23,"Born in April, the baby dama gazelles are now eagerly discovering their spacious enclosure at Vienna's Tiergarten Schoenbrunn zoo.
Gazelle and calf share meal in tender moment caught on video https://t.co/xFw1QpzzgW",,Twitter Web App,0
186,Tokeli🔞,"🔞🔞| she/they 🏳️‍⚧️ | amateur 3D loser | SKNK@SL | mostly retweets porn 🔞🔞

possum by day, gazzle by nite, by ur powers combined i'm not very bright",Under the bed,False,2022-06-17 03:43:10,@matemi_art OH MY GOSH. I'VE NEVER SEEN ANOTHER DAMA GAZELLE. BLESS YOU.,,Twitter Web App,0
187,Mimi,The earth has music for those who listen.,,False,2022-06-15 03:53:55,The critically endangered Dama Gazelle (Nanger dama) is native to the Sahara desert https://t.co/DHXLVqJG32,,Twitter for Android,0
188,Ananova,ANANOVA - NEWS AGENCY,,False,2022-06-14 12:00:00,"The two adorable dama gazelle offspring that were born in the Tiergarten Schonbrunn Zoo in Austria's capital Vienna in April. 
Credit: (Daniel Zupanc/Newsflash)
#animals #cuteanimals #gazelle https://t.co/zkmPDiPfcu",,Twitter Web App,1
189,Iameatingnow,,,False,2022-06-14 03:33:14,I will eat dama gazelle as I think about a better world.,,"Cheap Bots, Done Quick!",0
190,Lorraine Scotson,"CEO, Saola Foundation for Annamite Mountains Conservation (amongst other things).",Scotland/Lao PDR,False,2022-06-23 12:27:38,"Just how far would you go for Saola?? Watch this lovely short video, featuring Olay, our Lao Programs Director, to find out just how far he would go ;-).Sign up to our newsletter to follow the progress of our epic search for Saola: https://t.co/hF71J4cToh https://t.co/CO5jnIKkik",,Twitter Web App,0
191,Animal Character Bot,"Bot for generating animal characters, creates one every half an hour!
Feel free to use any ideas from this bot, go wild!!!
Created by @mythpawlogy",,False,2022-06-22 21:23:05,"A radiant saola who is a fighter, witty, and likes volcanoes.",,"Cheap Bots, Done Quick!",0
192,Rainforest Trust,We are dedicated to saving threatened rainforests worldwide by protecting real acres. @IUCN Member.,,True,2022-06-22 17:10:37,"In honor of #WorldRainforestDay 🌳 help safeguard the lush Annamite Mountain range of Southeast Asia, and rare species like the #CriticallyEndangered Saola that call this place home. 

Donate now and your gift will be matched 2:1 by the SAVES Challenge! https://t.co/YMETHnPCHY https://t.co/Vp7RhIdYMW","[{'text': 'WorldRainforestDay', 'indices': [12, 31]}]",LaterMedia,5
193,Rainforest Trust UK,"We protect #rainforests & other tropical habitats to save #endangeredspecies, help #wildlife & fight #climatechange. Please follow us today! #UK Charity 1169111",United Kingdom,False,2022-06-22 14:09:44,"On #WorldRainforestDay you can TRIPLE your donation for the planet by supporting our exciting new project in #Laos to save the Saola - known locally as the 'Asian Unicorn'. A gift of £25 will protect 8 acres! To donate, click here - https://t.co/8tz1XjeXnC

#rainforests https://t.co/J7G1ACRBZN","[{'text': 'WorldRainforestDay', 'indices': [3, 22]}, {'text': 'Laos', 'indices': [109, 114]}]",Twitter Web App,1
194,Arma Karma,"📱👓🎷💻💍 monthly insurance subscription
🦸🏽‍♀️ protection inside, outside and abroad
🌍 ethical, climate positive, #BCorp ⠀⠀⠀⠀⠀⠀",,False,2022-06-22 12:48:15,"To celebrate World Rainforest Day, Rainforest Trust is launching a new project in Laos, protecting 118,221 acres of rainforest habitat for the elusive Critically Endangered Saola, also known as the “Asian Unicorn” because it is so rarely seen. 🦄",,Twitter for iPhone,0
195,Animal Character Bot,"Bot for generating animal characters, creates one every half an hour!
Feel free to use any ideas from this bot, go wild!!!
Created by @mythpawlogy",,False,2022-06-21 14:01:06,"A bony saola who is an outcast, daring, and likes nature.",,"Cheap Bots, Done Quick!",0
196,toxic100bot,Toxic100bot connects the actions of the top 100 corporate air polluters (PERI Index) with the loss of the top 100 most endangered species.,,False,2022-06-21 09:35:22,"Today, Invesco's profiteering practices are destroying the dancing Saola.",,"Cheap Bots, Done Quick!",0
197,Animal Character Bot,"Bot for generating animal characters, creates one every half an hour!
Feel free to use any ideas from this bot, go wild!!!
Created by @mythpawlogy",,False,2022-06-20 23:52:49,"A goth saola who is a ruler, friendly, and likes gold.",,"Cheap Bots, Done Quick!",0
198,Animal Character Bot,"Bot for generating animal characters, creates one every half an hour!
Feel free to use any ideas from this bot, go wild!!!
Created by @mythpawlogy",,False,2022-06-20 22:54:14,"A muscular saola who is a powerful leader, idealistic, and likes neon things.",,"Cheap Bots, Done Quick!",0
199,Festival Diaries,"Life is a Festival!
Search through our Events, music, art, and street festivals or check out some of the fantastic products in our store, T's to Tents!",UK,False,2022-06-20 13:22:44,Saola Recycled Backpack https://t.co/ERBRo6PbhE,,WordPress.com,0
200,Cari,"Let's find interesting things and interesting people together!

#NFL #Raiders #FF #MMA #UFO #Funny","Oregon, USA",False,2022-06-23 12:09:28,"Saiga Antelope. This saiga, spread around the Eurasian steppe, is known for its an extremely unusual, over-sized, flexible nose structure, the proboscis. It is a CRITICALLY ENDANGERED antelope. #animals #endangered #unusual #wildlife #wildlifephotography #NationalGeographic https://t.co/ZBGn3wTuJg",,Twitter for Android,0
201,The Explorers,An expedition around the Earth to create an Ultra High Definition (8K/4K/HD) inventory of our planet | Apple TV App of the year 2019 🏆 | Join us on:,,False,2022-06-23 06:00:56,"Critically endangered, the saiga #antelope is doing much better in #Kazakhstan! The saiga is a species that lives in Eastern Europe and Central Asia. In the 1990s, the country was home to only 50,000 individuals. Last April they counted 1,318,000 antelopes. https://t.co/wZTE7JaGZj","[{'text': 'antelope', 'indices': [33, 42]}, {'text': 'Kazakhstan', 'indices': [67, 78]}]",LaterMedia,1
202,The Ethogram,The official blog of the Animal Behavior Graduate Group (#ABGG) at @ucdavis,"Davis, California",False,2022-06-21 20:01:26,Why the long nose? This week's creature feature by ABGG'er Allison Lau explores why saigas have their distinct #nose! #TheEthogram #CreatureFeature #antelope #saiga #communication #asia #endangered #conservation #genetics https://t.co/YkfjQYDxc8,,WordPress.com,4
203,Susan Baker 📖,Teen Librarian. Accent aficionado. Ravenclaw. ALL of the nerd. She/Her.,"Canton, Ohio",False,2022-06-21 02:13:41,@GinaGoesOutside Saiga Antelope. One of my favorites. Their noses! ❤️ https://t.co/srGg2StJwx,,Twitter for Android,0
204,Adam Curtis Bot,"unofficial, unaffiliated. to be extremely and painfully clear: this is not Adam Curtis. sorry.",,False,2022-06-20 01:50:10,"Events keep happening that seem inexplicable and out of control. Franz Schubert, Brachydactyly, Cold Medicine, Saiga Antelope, Leu.",,adam-curtis-bot,0
205,Scott Baisden,"Him/he/they Podcaster, director, cinematographer, actor, editor, amateur VFX, FX makeup
https://t.co/jncHcCBPaO",,False,2022-06-18 13:56:44,"@EricMMatheny 70,000 Saiga Antelope, 1981
200,000 Saiga Antelope, 1988
12,000 Saiga Antelope, 2010
40 wild Australian horses, 2019
Near extinction of Australian flying foxes due to heat wave events, last two decades

Mass mortality events are not uncommon. Do a half second of research.",,Twitter for Android,0
206,Scott Baisden,"Him/he/they Podcaster, director, cinematographer, actor, editor, amateur VFX, FX makeup
https://t.co/jncHcCBPaO",,False,2022-06-18 13:51:43,"@EricMMatheny Oh, sure, animals NEVER die in mass mortality events... You know, except when they do. https://t.co/q7XlE4XQaa 1.5 million migratory birds, 1904. 20,000 harbor seals, 1988. 5,000 red-winged blackbirds, NYE 2010. 200 Cows, encephalitis, Jan 14 2011. 200,000 saiga antelope, 2015.",,Twitter for Android,0
207,What Would Cthulhu Do?,"science, art, sci-fi, new weird...",,False,2022-06-18 11:17:36,"@robradge @LlanaMalmberg Sometimes there are other factors - over 250,000 (yes, a quarter million, over 60% of entire species) saiga antelope died in 2015 in less than 3 weeks.
Heat stress rendered them unable to fight off a bacterium that norm wasn’t an issue.",,Twitter for iPad,0
208,Calvin Blair,,,False,2022-06-17 22:44:34,"@ShaneCallagha15 ""In 2015, 200,000 saiga antelope died in a 20 km2 area of the Khazakhstan Betpak-Dala region. Warm and humid temperatures caused Pasteurella multocida, a bacteria that normally lives harmlessly in their tonsils, to cross into their bloodstream and cause hemorrhagic septicemia""",,Twitter Web App,1
209,WolfFyreEyes🏳️‍🌈🏳️‍⚧️🇺🇲🌊🐺🔥👁️👁️🦋,"Immediate DM upon follow = BLOCK! 
Grey Witch. LGBTQ. Trans Advocate. VERY Married. If you're transphobic, you're not welcome here! #BLM. #trump4Leavenworth","Ass-backwards red JAWjuh, USA",False,2022-06-17 20:04:26,"@EdmundHarley1 @SpockResists Off topic, but did you take the photo of that saiga antelope?",,Twitter for Android,1
210,Han 🐀 Solidarity forever,🍂Han🍂They/them/Unfunny 🕯 22 🕯nonbinary les 🕯tattoos : 11 🕯 your big lezzer sleep paralysis demon & also I make a silly webcomic called Hounds Smoke 🕯,"Manchester, UK",False,2022-06-22 15:15:47,"@coturnixsolis no other pig is as cool as them,, visayan warty pigs get close tho https://t.co/FtQOwaDO8Q",,Twitter Web App,0
211,⚸fran,"💗@cuddlefishbee
i put my keys on a carabiner on my belt loop",she/her,False,2022-06-22 12:18:21,"@ungenderfied i'm sus cebifrons, aka visayan warty pig",,Twitter for Android,0
212,TheWarmother,"Female Chaos Marine
Voices and Paint",,False,2022-06-21 22:27:43,@itslittletunny This got me reading about the Visayan warty pig and omg tunny I am blessed to now know these freaky goth hogs,,Twitter Web App,0
213,"𝐏𝐚𝐫𝐭𝐢𝐚𝐥 𝐏𝐫𝐞𝐬𝐬𝐮𝐫𝐞, 𝐏ⱼ",'your life is either defined by the system or by the way you defy the system' - Nomi Marks | BS in Chemistry | Sablay 2023 🌻,,False,2022-06-19 09:59:20,Cute cute gid ya ka Visayan Warty Pig and Negros Scops Owl. 🥺❤️,,Twitter for Android,0
214,Miriam Haas,,,False,2022-06-18 13:44:02,Visayan Warty Pigs @NewquayZoo #pig https://t.co/ldyoda0mtW,"[{'text': 'pig', 'indices': [31, 35]}]",Twitter Web App,0
215,Wizzy 🌷🦈fishball vendor at byrgenwerth,"Illustrateur. Goat herder. Lots of OC Content. Open for Freelance

IG: gamchawizzy | 💌 gamchawizzy @ gmail | 20↑ y.o. | DO NOT REPOST MY ART | 🚫 NO N/F/T/s",he/they | SEAsian | ENG/FIL🆗️,False,2022-06-17 16:32:38,"Bleeding heart is often used as a derogatory term for excessive sympathy, but for these endangered animals, they need our hearts to bleed; more than what we’re giving now.

Pictured: Negros Bleeding-Heart pigeon, Visayan Leopard Cat, Visayan Warty Pig, Visayan Spotted Deer.",,Twitter Web App,0
216,Cpt. Martinus Aokishiro 🇨🇿 EN/CZ Fox Vtuber 🍃,"AKSS PMC Captain
Art: #martinusketch
EN/CZ PNG Fox #vtuber/ Bi 🔞/
||Bro: @kazuya_amano ||
Artists: @art_jtp
Twitch Affiliate
Links in carrd below!","Central Europe, Czech Republic",False,2022-06-23 05:18:43,"@CultistVT Hmm.... monky.

A pen might be mightier than the sword, but you have an automatic shotgun.
Saiga-12, a russian piece of magic that you'll definitely like. https://t.co/g6LB04D0cv",,Twitter for Android,0
217,Gun Websites,"https://t.co/sQlJJCUnN3 posting 2A & Firearms related content online daily since 2004. We support what 2nd Amendment protects, Gun Museums, History, Interviews, Tours +","Tucson, Arizona",False,2022-06-20 11:04:08,"Russian Kalashnikovs

Vepr 7.62x39mm
Vepr 12 
Saiga 7.62x39mm
Saiga 12
Saiga 5,45x39

Sold these a few years ago

Which would you have kept?

 @GunWebsited
#GunWebsites 

#krink #kalash #AK47 #AK47collector #GunPicture #GunLife  #RussianGuns #RussianAK47 https://t.co/pvz7eqHfF2 https://t.co/lav1q5yuHj",,IFTTT,0
218,VILLAINvs,"Dead art account. 
GLT Yuu canon husband 
24yr old Male  illustrator. 
Read my comic at https://t.co/ttNSFGi26K",United States,False,2022-06-16 01:23:49,"Russian mil witch Trio , loolu Ruchnoy, ""Minnie"" Saiga and Nena Kov https://t.co/BpIqaRCX6o",,Twitter for Android,20
219,kofi Amoako 🇬🇭,"God lover, Photo/videographer🇬🇭🇬🇭
@realmadrid fan

I'm on Instagram as @_rexphotos @weddingbyrex.","Accra, Ghana",False,2022-06-21 16:17:49,"In Bongo I trust, man no come shake table oooh. He just come throw the table from the mountain top., vawulence king",,Twitter Web App,0
220,Cevat Pasa,"Atatürk's soldier, student, and son, and someone who tries to be worthy of his ideals ➰
Ladies and gentlemen, history is being made and we are witnessing now.",Anıttepe ,False,2022-06-16 11:16:28,"@weel @ville_aberg @Bongo__Fury your country is home to fuckin' baby/teacher killer bastards, still don't you understand‽ Anyway, fuck it, you'll understand when the Russians break into you, I hope you don't risk yourselves for these mountain rats! https://t.co/MMsgRGPnYY",,Twitter for Android,0
221,Cevat Pasa,"Atatürk's soldier, student, and son, and someone who tries to be worthy of his ideals ➰
Ladies and gentlemen, history is being made and we are witnessing now.",Anıttepe ,False,2022-06-16 11:00:11,"@HelenaKauppila @hELORTONE @Bongo__Fury @ville_aberg @Abdulzz15 @ragipsoylu Otherwise,the possibility of entering NATO isn't even in space!Not possible! &amp; don't think these Marxist communist mountain rats""ll protect you when 🇷🇺 invades you because 🇷🇺 also supports them,70% of their inventory is russian made weapons!What a pity that you'll live for them🥲 https://t.co/x7Lx1qrBV7",,Twitter for Android,0
222,Rhino Ark UK,"Rhino Ark UK official account.
Registered Charity number: 1047083

Sign up to GiveAsYouLive: https://t.co/wvAqNLDmSD",,False,2022-06-15 06:16:28,"The Bongo Surveillance Project (BSP) /Rhino Ark / Calgary Zoo community camera trap team setting up a new camera on a site in Eburu Forest.

📷 @RhinoArk/ @calgaryzoo Mountain Forest Conservation Partnership

#wildlifeconservation #cameratrap #cameratraps #cameratrapping https://t.co/DbH3vM5K88",,Twitter for Android,0
223,B𝓪𝓫𝓪 J𝓲𝔂𝓪 𝓷 S𝓱𝓪𝔂 🇰🇪,🇰🇪,+254,False,2022-06-15 03:57:42,Kenya rewilds rare mountain bongo -VIDEO https://t.co/uTMCnyp1R7 via @The_EastAfrican,,Twitter Web App,0
224,Wilder Institute,"Canada’s leading charitable conservation organization, taking and inspiring action to sustain wildlife and wild places.",,False,2022-06-14 14:48:38,"Hello from Donna Sheppard, Community Conservation Specialist in Eburu Forest, Kenya, home to the Critically Endangered mountain bongo! #WildWorld https://t.co/8awIOcA6ab",,Meltwater Social,0
225,Guernsey Stamps,We design and produce new issue thematic stamps for the islands of Guernsey and Alderney,"Guernsey, UK",False,2022-06-23 11:20:55,"1/...Two years ago we released the 13th mini sheet stamp in our #endangeredspecies series, which depicts the Kordofan #giraffe, of which there are fewer than 2000 now living across West Central Africa","[{'text': 'endangeredspecies', 'indices': [64, 82]}]",Twitter Web App,0
226,John Shields,"Practical, evidence-informed conservation in the UK and Zambia, and calcium carbonates without the carbon @longcliffe",,False,2022-06-22 03:46:05,"@46_billy @BornFreeUSA It's presumably referring to Kordofan giraffe, but most of its population isn't in countries BF work in, and even in those where it does, the giraffe is (perhaps understandably) not included in the species identification work referred to. So what is the money going to?",,Twitter for iPhone,0
227,Mtembezi Tribe ®,"𝗧𝗵𝗲 𝗠𝗮𝗴𝗶𝗰 𝗔𝘄𝗮𝗶𝘁𝘀! ✨

🇰🇪 We are a tour operator of tailor-made tours, and safaris for the new generation of travellers.

📧Book@mtembezitribe.com","Nairobi, Kenya",False,2022-06-21 13:57:14,"A ""Giraffe"" 🦒is called ""Twiga"" in Kiswahili.

Nubian giraffe, West African giraffe, Kordofan giraffe, South African giraffe, Angolan giraffe, Masai giraffe, Thornicroft’s giraffe and Rothschild’s giraffe.

📷: @papakrab | #WorldGiraffeDay
https://t.co/TFFNMbCAEb",,Twitter for Android,0
228,Sue Spurgin,Passionate about rhino conservation and  am anti rhino horn/ivory trade.,"Uvongo, South Africa",False,2022-06-21 08:05:46,"Fantastic news on #WorldGiraffeDay! #Conservationists in the central #African nation of #Chad  🇹🇩 have discovered a new population of critically #endangered Kordofan #giraffe 👏👏❤️
#StandTallForGiraffe
#EndangeredSpecies 
#SilentExtinction 
https://t.co/UCbiqFPyMV","[{'text': 'WorldGiraffeDay', 'indices': [18, 34]}, {'text': 'Conservationists', 'indices': [36, 53]}, {'text': 'African', 'indices': [69, 77]}, {'text': 'Chad', 'indices': [88, 93]}]",Twitter for Android,3
229,Africa Updates,"Africa News, Africa Business, Africa Tech, Africa Sports & Entertainment.

Subscribe to our YouTube: https://t.co/3wGJYJaoju",,False,2022-06-21 02:50:06,"Nubian giraffe, West African giraffe, Kordofan giraffe, South African giraffe, Angolan giraffe, Masai giraffe, Thornicroft’s giraffe and Rothschild’s giraffe.  
📷@papakrab https://t.co/vWFfM6RgQ6",,Twitter for Android,7
230,Shan,Shan| 30 | She/They | 🇬🇧 | 🐭 | 💚@indithebull | Furry trash| Terminally tired| Animal Management student| https://t.co/mVdkvXHxUL | Header @faufix,"England, United Kingdom",False,2022-06-17 12:34:01,"Kordofan giraffes!
I was running low on time by the time I got to the giraffes so I didn't get many photos, but I did get some nice closeups as this giraffe was giving me a good peep https://t.co/gTW8tquVnR",,Twitter for Android,0
231,Mtembezi Tribe ®,"𝗧𝗵𝗲 𝗠𝗮𝗴𝗶𝗰 𝗔𝘄𝗮𝗶𝘁𝘀! ✨

🇰🇪 We are a tour operator of tailor-made tours, and safaris for the new generation of travellers.

📧Book@mtembezitribe.com","Nairobi, Kenya",False,2022-06-21 13:57:14,"A ""Giraffe"" 🦒is called ""Twiga"" in Kiswahili.

Nubian giraffe, West African giraffe, Kordofan giraffe, South African giraffe, Angolan giraffe, Masai giraffe, Thornicroft’s giraffe and Rothschild’s giraffe.

📷: @papakrab | #WorldGiraffeDay
https://t.co/TFFNMbCAEb",,Twitter for Android,0
232,Ape🦍,"Tour Consultant, Safari Tourist Guide, Air ticketing plug, Nature Lover, Young Woman Birder, Hiker and Crocheter,   https://t.co/bCn1PBvIQD 🇺🇬","Ntungamo, Uganda",False,2022-06-21 08:29:59,"As we celebrate #GiraffeDay today, we can't forget to thank @ugwildlife  and the rangers for the great work done in the the national parks. Uganda is home to over 50% of Nubian giraffe formerly known as Rothschild's Giraffe in the wild. #UWAat25  #WorldGiraffeDay https://t.co/HVyYou482B","[{'text': 'GiraffeDay', 'indices': [16, 27]}]",Twitter for Android,4
233,Dolphin tours and travel,"We are organize safaris and tours around the pearl of Africa, and East Africa. Expertise in gorilla trips, wildlife, cultural, birding tours and more",Raja Chambers Kampala Uganda ,False,2022-06-21 07:51:56,"It's world #Giraffeday🥳
Today we celebrate the world's long-necked; #giraffe. Uganda hosts the Rothschild giraffe and Nubian Giraffe among all its other subspecies. There are about 117,000 giraffes remaining in the world. Let's continue to protect and conserve the giraffes. https://t.co/7KtkXuzGh8","[{'text': 'Giraffeday', 'indices': [11, 22]}, {'text': 'giraffe', 'indices': [68, 76]}]",Twitter Web App,0
234,Basecamp Explorer Kenya,"A tourism company managing safari accommodation Camps in Masai Mara and Mara Naboisho Wildlife Conservancy, in Kenya",Masai Mara,False,2022-06-21 07:13:32,"1.Reticulated giraffe are the most abundant giraffe species in Kenya (approximately 15,650 individuals)
2.Maasai giraffe (approximately 12,700 individuals)
3.Nubian giraffe (approximately 625 individuals)
Source: Giraffe Conservation Foundation
#WorldGiraffeDay2022 #Conservation",,Twitter Web App,0
235,Africa Updates,"Africa News, Africa Business, Africa Tech, Africa Sports & Entertainment.

Subscribe to our YouTube: https://t.co/3wGJYJaoju",,False,2022-06-21 02:50:06,"Nubian giraffe, West African giraffe, Kordofan giraffe, South African giraffe, Angolan giraffe, Masai giraffe, Thornicroft’s giraffe and Rothschild’s giraffe.  
📷@papakrab https://t.co/vWFfM6RgQ6",,Twitter for Android,7
236,Giraffe Conservation Foundation (GCF),Giraffe Conservation Foundation is dedicated to a sustainable future for all giraffe populations in the wild. Join the Cause! #worldgiraffeday #giraffe,Africa,False,2022-06-15 10:02:25,"@AlyaiEric1 You are right, all the translocations in Uganda have been wonderful success stories for the critically endangered Nubian giraffe - the number of babies born in Lake Mburo since their reintroduction has been absolutely fantastic. 🦒🦒🦒",,Twitter for iPhone,0
237,Ruby's hooked on #PrehistoricPlanet,"Dinosaurs, art, splatoon, science, cartoons, animu & mangos, videosgames, and other nerdosities

CW for politics, varied bigotry, nsfw, yucky stuff, etc

he/him",Inkopolis.,False,2022-06-23 11:10:40,"@Izan643 @Mr_Casinoman The thing is that you don't have to eradicate every single individual to drive a species to extinction

Reduce their population and hinder enough aspects of their living and you get them to a point of no return

That's what's happening to the vaquita",,Twitter Web App,0
